Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
USB to 19' keyboard entry conv.	HFKAB	030202_00DIV	9,0433	3CAB030202000	1	ST	ST	ST	ST	24,0000	0,00	5,2500		0,00	ST	0000004192	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033718"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
ATX PS kabel	HFKAB	030203_00DIV	4,2901	3CAB030203000	1	ST	ST	ST	ST	11,0000	0,00	2,4760		0,00	ST	0000004193	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,56	klam		1	="0000000033725"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN kabel PPC-control unit	HFKAB	030226_00KOL	8,0331	3CAB030226000	1	ST	ST	ST	ST	23,0000	0,00	6,0660		0,00	ST	0000004194	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033732"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power PPC-I/O box man PC	HFKAB	030227_00KOL	29,2583	3CAB030227000	1	ST	ST	ST	ST	68,5000	0,00	12,4870		0,00	ST	0000004195	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033749"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video LVS CAN/PPC	HFKAB	030228_00KOL	12,8375	3CAB030228000	1	ST	ST	ST	ST	38,0000	0,00	7,8790		0,00	ST	0000004196	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,57	klam		1	="0000000033756"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel extender prox IPC MAN FM	HFKAB	030248A00KOL	48,8925	="0000000309479"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000030413	HMAG	GEEN	HMAG	GEEN	0,00	18/02/2019	12,31	mro		1	="0000000309479"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel extender prox	HFKAB	030248_00KOL	71,5322	3CAB030248000	1	ST	ST	ST	ST	220,0000	0,00	51,8320		0,00	ST	0000004197	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033763"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel prox pos L/R MAN TM PPC	HFKAB	030249_00KOL	18,1665	3CAB030249000	1	ST	ST	ST	ST	47,5000	0,00	17,9350		0,00	ST	0000004198	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033770"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel prox pos L/R MAN TM LVC1050	HFKAB	030249_01KOL	19,3832	="0000000350389"	1	ST	ST	ST	ST	47,5000	0,00	17,9350		0,00	ST	0000035720	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000350389"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel prox pos U/D MAN PPC	HFKAB	030250_00KOL	60,7856	3CAB030250000	1	ST	ST	ST	ST	175,0000	0,00	50,6340		0,05	ST	0000004199	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,57	klam		1	="0000000033787"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel park MAN TM PPC	HFKAB	030258_00KOL	22,1384	3CAB030258000	1	ST	ST	ST	ST	63,5000	0,00	20,9390		0,00	ST	0000004200	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033794"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN kabel PPC-control unit	HFKAB	030283_00KOL	7,9958	3CAB030283000	1	ST	ST	ST	ST	23,0000	0,00	6,3810		0,00	ST	0000004201	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033800"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O controlpanel MAN FM	HFKAB	030284_00KOL	19,3782	3CAB030284000	1	ST	ST	ST	ST	55,5000	0,00	15,0270		0,00	ST	0000004202	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033817"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel PPC/I/O box	HFKAB	030285_00KOL	28,9224	3CAB030285000	1	ST	ST	ST	ST	67,5000	0,00	12,2870		0,00	ST	0000004203	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033824"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ethernet MAN FM PPC	HFKAB	030286_00KOL	30,6387	3CAB030286000	1	ST	ST	ST	ST	107,0000	0,00	12,1240		0,00	ST	0000004204	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033831"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel COM1 & COM2 PPC	HFKAB	030291_00KOL	18,8973	3CAB030291000	1	ST	ST	ST	ST	71,0000	0,00	14,1200		0,00	ST	0000004208	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,49	vpa		1	="0000000033879"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel prox L/R MAN FM PPC	HFKAB	030298_00KOL	21,1452	3CAB030298000	1	ST	ST	ST	ST	60,0000	0,00	19,4550		0,00	ST	0000004209	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,57	klam		1	="0000000033886"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding controlbox	HFKAB	030532_00CAL	37,2713	3CAB030532000	1	ST	ST	ST	ST	91,5000	0,00	25,4760		0,00	ST	0000007129	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,53	vpa		1	="0000000034074"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Programmeerkabel CAN modules universeel	HFKAB	030570_00ACC	26,4268	="0000000082945"	1	ST	ST	ST	ST	101,0000	0,00	0,0000		0,00	ST	0000010075	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,57	klam		1	="0000000082945"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN termination RJ10	HFKAB	030572_00DIV	5,5848	3CAB030572000	1	ST	ST	ST	ST	16,5000	0,00	1,6050		0,00	ST	0000004229	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,58	klam		1	="0000000034081"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Tussenkabel voeding CANDIS	HFKAB	030577_00OPT	11,0873	3CAB030577000	1	ST	ST	ST	ST	32,0000	0,00	6,6630		0,00	ST	0000004231	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,53	vpa		1	="0000000034104"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN kabel CANDIS-pos.check	HFKAB	030578_00OPT	3,9572	3CAB030578000	1	ST	ST	ST	ST	11,5000	0,00	2,5520		0,00	ST	0000004232	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,53	vpa		1	="0000000034111"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding CANDIS/LVS	HFKAB	030579_00OPT	9,7755	3CAB030579000	1	ST	ST	ST	ST	28,5000	0,00	6,9270		0,00	ST	0000004233	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,54	vpa		1	="0000000034128"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabelset CANDIS in LVS	HFKAB	030581_00OPT	26,3705	3CAB030581000	1	ST	ST	ST	ST	76,0000	0,00	17,0700		0,00	ST	0000004234	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,58	klam		1	="0000000034135"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN I/O box / CANDIS APS	HFKAB	030623A00KOL	50,8783	3CAB030623000	1	ST	ST	ST	ST	162,5000	0,00	37,0990		0,00	ST	0000004235	HMAG	EK17-4	HMAG	EK17-4	0,00	12/04/2019	13,58	klam		1	="0000000034142"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding CAN DIS APS TMB	HFKAB	030624_00KOL	28,3641	3CAB030624000	1	ST	ST	ST	ST	87,0000	0,00	18,2830		0,00	ST	0000004236	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	13,59	klam		1	="0000000034159"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN APS unit / CAN DIS APS	HFKAB	030625A00KOL	30,0609	3CAB030625000	1	ST	ST	ST	ST	94,5000	0,00	18,9070		0,00	ST	0000004237	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,02	klam		1	="0000000034166"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LVS CAN /PPC	HFKAB	040003A00KOL	58,1301	3CAB040003000	1	ST	ST	ST	ST	129,5000	0,00	29,0320		0,00	ST	0000004238	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,02	klam		1	="0000000034173"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LVCC/IPC FM (haaks)	HFKAB	040003B00KOL	46,2750	="0000000308595"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000030303	HMAG	GEEN	HMAG	GEEN	0,00	18/02/2019	12,31	mro		1	="0000000308595"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding PPC Phoenix	HFKAB	040004A00KOL	10,1762	3CAB040004000	1	ST	ST	ST	ST	30,5000	0,00	7,4780		0,00	ST	0000004239	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,02	klam		1	="0000000034180"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ser.comm. COM3 PPC	HFKAB	040079_00KOL	17,9101	3CAB040079000	1	ST	ST	ST	ST	50,5000	0,00	14,8660		0,00	ST	0000004240	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,02	klam		1	="0000000034197"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel COM1/COM2 PPC Phoenix	HFKAB	040092A00KOL	21,1337	3CAB040092000	1	ST	ST	ST	ST	23,5000	0,00	8,0020		0,00	ST	0000004241	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,06	klam		1	="0000000034203"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ethernet PPC Phoenix TM	HFKAB	040093A00KOL	41,8445	3CAB040093000	1	ST	ST	ST	ST	124,5000	0,00	24,9530		0,00	ST	0000004242	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,02	klam		1	="0000000034210"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video PPC Phoenix	HFKAB	040094_00KOL	22,0896	3CAB040094000	1	ST	ST	ST	ST	64,5000	0,00	8,0790		0,00	ST	0000004243	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,07	klam		1	="0000000034227"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Sensorkabel VAM 1 ton	HFKAB	040127_00VAM	144,1461	3CAB040127000	1	ST	ST	ST	ST	552,5000	0,00	147,9890		0,00	ST	0000004244	HMAG	EK17-5	HMAG	EK17-5	0,00	12/04/2019	14,07	klam		1	="0000000034234"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel camera/bdp LM50 Rev. A	HFKAB	040135A00OPT	3,7149	3CAB040135100	1	ST	ST	ST	ST	5,5000	0,00	4,6960		0,00	ST	0000004248	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,07	klam		1	="0000000034272"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel camera/bdp LM50	HFKAB	040135_00OPT	6,6477	3CAB040135000	1	ST	ST	ST	ST	19,5000	0,00	4,3390		0,00	ST	0000004247	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,01	vpa		1	="0000000034265"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding PPC Phoenix FM	HFKAB	040156A00KOL	10,1762	3CAB040156000	1	ST	ST	ST	ST	30,5000	0,00	7,5130		0,00	ST	0000004249	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,08	klam		1	="0000000034289"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ethernet PPC Phoenix FM	HFKAB	040157A00KOL	27,9699	3CAB040157000	1	ST	ST	ST	ST	102,5000	0,00	25,2760		0,00	ST	0000004250	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,08	klam		1	="0000000034296"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel COM PPC Phoenix FM	HFKAB	040158A00KOL	11,4317	3CAB040158000	1	ST	ST	ST	ST	24,0000	0,00	7,9370		0,00	ST	0000007130	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,08	klam		1	="0000000034302"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel control unit I/O box	HFKAB	040159A00KOL	29,0621	3CAB040159000	1	ST	ST	ST	ST	74,0000	0,00	17,6890		0,00	ST	0000004252	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,08	klam		1	="0000000034319"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN APS unit/CANDIS APS	HFKAB	040170A00KOL	25,0546	3CAB040170000	1	ST	ST	ST	ST	80,0000	0,00	18,7950		0,00	ST	0000004253	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,09	klam		1	="0000000034326"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN I/O box CANDIS	HFKAB	040171A00KOL	46,7535	3CAB040171000	1	ST	ST	ST	ST	150,5000	0,00	37,7650		0,00	ST	0000004254	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,58	klam		1	="0000000034333"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding CANDIS APS FMB	HFKAB	040172_00KOL	23,0286	3CAB040172000	1	ST	ST	ST	ST	66,0000	0,00	20,1730		0,00	ST	0000004255	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,09	klam		1	="0000000034340"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
FC CMOS stuurprint LM50	HFKAB	040180_00OPT	2,0506	3CAB040180000	1	ST	ST	ST	ST	6,0000	0,00	2,4760		0,00	ST	0000004256	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,57	klam		1	="0000000034357"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Flatcable UP-PCB-controlpanel	HFKAB	040188_00OPT	3,9527	3CAB040188000	1	ST	ST	ST	ST	11,5000	0,00	3,2310		0,00	ST	0000004257	HMAG	EK16-1	HMAG	EK16-1	0,00	12/04/2019	14,09	klam		1	="0000000034364"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Flatcable UP-PCB-LCD T50	HFKAB	040189_00OPT	3,8321	3CAB040189000	1	ST	ST	ST	ST	11,0000	0,00	3,0710		0,00	ST	0000004259	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,10	klam		1	="0000000034388"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel Z-beweging PLM	HFKAB	040208_00KOL	77,6574	3CAB040208000	1	ST	ST	ST	ST	248,0000	0,00	61,2130		0,05	ST	0000004261	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,10	klam		1	="0000000034401"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel Z-encoder PLM	HFKAB	040209_00KOL	16,8717	3CAB040209000	1	ST	ST	ST	ST	61,0000	0,00	9,2600		0,00	ST	0000004262	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,10	klam		1	="0000000034418"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel Z-motor PLM	HFKAB	040210_00KOL	16,8015	3CAB040210000	1	ST	ST	ST	ST	38,0000	0,00	7,4150		0,00	ST	0000023247	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,10	klam		1	="0000000034425"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel zero x PLM	HFKAB	040211_00KOL	12,4234	3CAB040211000	1	ST	ST	ST	ST	36,0000	0,00	12,9090		0,00	ST	0000004264	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,10	klam		1	="0000000034432"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel limiet X PLM Cartec	HFKAB	040212A00KOL	8,2320	3CAB040212000	1	ST	ST	ST	ST	21,5000	0,00	2,3790		0,00	ST	0000013419	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,11	klam		1	="0000000034449"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LM1050-APS PLM	HFKAB	040213_00KOL	15,1153	3CAB040213000	1	ST	ST	ST	ST	54,5000	0,00	6,9570		0,00	ST	0000004266	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,11	klam		1	="0000000034456"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power LM1050-APS PLM	HFKAB	040214_00KOL	15,1841	3CAB040214000	1	ST	ST	ST	ST	57,0000	0,00	6,9040		0,00	ST	0000004267	HMAG	EK16-2	HMAG	EK16-2	0,00	12/04/2019	14,11	klam		1	="0000000034463"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power PLM versneld	HFKAB	040215A00KOL	8,7123	3CAB040215000	1	ST	ST	ST	ST	24,5000	0,00	7,6870		0,00	ST	0000021936	HMAG	EK16-3	HMAG	EK16-3	0,00	12/04/2019	14,11	klam		1	="0000000034470"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel knoppen PLM Rev. A	HFKAB	040216A00KOL	16,3239	3CAB040216100	1	ST	ST	ST	ST	44,0000	0,00	12,0280		0,00	ST	0000004270	HMAG	EK16-3	HMAG	EK16-3	0,00	12/04/2019	14,12	klam		1	="0000000034494"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel knoppen PLM	HFKAB	040216_00KOL	5,7314	3CAB040216000	1	ST	ST	ST	ST	17,5000	0,00	4,5770		0,00	ST	0000004269	HMAG	EK16-3	HMAG	EK16-3	0,00	12/04/2019	14,12	klam		1	="0000000034487"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel COM3 PC Phoenix FM	HFKAB	040283_00KOL	17,9858	3CAB040283000	1	ST	ST	ST	ST	50,0000	0,00	14,7640		0,00	ST	0000004271	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,03	vpa		1	="0000000034500"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LVS IBS	HFKAB	040286_00KOL	31,8389	3CAB040286000	1	ST	ST	ST	ST	100,5000	0,00	28,2240		0,00	ST	0000004272	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,03	vpa		1	="0000000034517"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel sdr ext. TM IBS	HFKAB	040287_00KOL	94,7952	3CAB040287000	1	ST	ST	ST	ST	243,5000	0,00	65,1450		0,00	ST	0000004273	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,03	vpa		1	="0000000034524"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel sdr ext IBS FM	HFKAB	040290_00KOL	69,1898	3CAB040290000	1	ST	ST	ST	ST	174,5000	0,00	39,5590		0,00	ST	0000004274	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,58	klam		1	="0000000034531"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
